attr0,attr1,cls
-0.23231590552833992,-0.3404651047229168,0
0.6890441172574224,-0.1442087313425422,1
-0.05217369850447229,0.7039508349874952,1
-0.8365832644158915,-0.6106064272560643,0
-0.6807726582611004,0.02698076439732633,1
-0.2876052887596898,-0.25675283308357755,0
-0.7275325547907767,0.16696312550100223,1
-0.1499256999911338,0.05714166145836441,1
0.09011330114267047,0.4198246962037957,0
-0.17589078367757294,-0.048592197020183914,0
0.9355296526087709,0.6838179291173441,0
-0.5277875448200855,0.5643312859963217,1
-0.8377985431704482,-0.25262256952170437,0
0.9359450921370742,0.9108330713167561,0
-0.5787139022920553,-0.5492522313421284,0
0.5580718684333252,0.36336515345715625,0
-0.8221058269066472,-0.8491141357088665,0
0.5113278784643913,-0.4550976257002999,1
0.6465496487264759,0.7278443722627328,0
-0.2556477543644542,0.16753134390165814,1
-0.8123594400974223,-0.329643017512516,0
-0.280125170140215,-0.45119959625802153,0
0.5393180454048128,0.7344437856860082,0
-0.6903261352805607,-0.8242968542539235,0
-0.415397077641789,0.3289976916672934,1
-0.8781054572696243,-0.9321939124718617,0
0.7119828487488025,-0.2720665103074651,1
-0.4051281570316525,0.12670638445162008,1
0.6734459568477578,-0.6126134534645111,1
0.45662862697913376,0.03276058915621127,0
-0.30840363930406345,0.5797747498078023,1
-0.9678484128716476,-0.5792650914589481,0
0.8584369862806853,-0.5515997079345123,1
0.28032027304900686,-0.10956365078428631,1
0.0773617551081327,-0.620866607602456,1
0.24183274343005845,-0.4744363047483282,1
0.49201167451262706,-0.7310032090866361,1
0.7029683390771202,-0.5966485842706992,1
0.8416424596798593,0.5005631660006502,0
0.6042654887629879,-0.15470614793782533,1
-0.3198423582773193,-0.6427300746235043,0
0.5867940015227988,-0.03413394839074524,1
0.17396282233634985,-0.7638140863164711,1
-0.4810782455991749,-0.040061681515004555,0
0.8326779649445657,0.8280399671756988,0
0.5579609847299971,0.17458091324228509,0
-0.8414791697922845,-0.23463945044401524,0
0.4400683405817254,-0.8860799532530281,1
-0.9203838176226968,0.05366234668048331,1
-0.6281137245596722,0.7740015912066052,1
0.6365351835615043,-0.9134121550712644,1
0.7882182458416012,0.23355860432868858,0
0.6354701971808359,0.45753747090120167,0
0.837726839052394,0.4730572739782588,0
0.3081478659776504,-0.20083348520901967,1
0.3814851235859047,-0.2665308976883125,1
0.26377642346536256,0.6911581961758255,0
0.039051282250768704,0.3969631540752785,0
-0.04097564143775356,-0.5699384478236347,0
-0.4052023658700694,-0.39416797455215824,0
-0.46576029867978375,-0.19143167288204976,0
0.6986590329645015,0.5690014904541567,0
0.23265131196671351,0.8400275251365066,0
0.5638136563540219,0.5497231910002089,0
-0.23233178198236604,-0.7152112592925506,0
0.26782721117587793,0.8805814864692196,0
0.3553460348345163,0.31338912976115885,0
-0.32648338354588313,-0.571988773421894,0
0.5979611670122522,-0.6897888904412794,1
0.8111438679345291,0.32878040369186934,0
0.6506086852796482,-0.7814415557966887,1
-0.3265871591999603,0.8980831731908936,1
-0.7450532023958505,-0.9346012295393848,0
0.5687372503923538,0.7643466606635212,0
0.24196739285858615,-0.17921352427699055,1
0.6830469182344752,0.5631779240212746,0
-0.4005414713854776,0.46814826548959254,1
-0.18674440954906002,-0.7203538268439171,0
-0.31806857594658466,0.8579639474726715,1
0.005284160560390827,0.09945927807529298,0
-0.2953558194670094,-0.8380389691831258,0
-0.5494442843420264,-0.9772211026734261,0
0.3667916062251697,0.1580954508851795,0
-0.22807657207473975,-0.9440209018811494,0
0.22512450602586975,-0.37969142892608443,1
0.8854732714553619,-0.9739578627979444,1
-0.7856099107011312,0.35011861361624863,1
-0.9105128255504118,-0.4659979089638233,0
0.21571738325322398,-0.17917861447400907,1
0.816574198640158,-0.7594810046880986,1
-0.46328211420235665,0.9384325161161757,1
0.09850434158158983,0.6647738163231263,0
-0.23142736239316664,-0.07740486809594871,0
0.32517599140399067,-0.5187326409893416,1
0.5487291309448703,-0.40748826626197054,1
0.4100701251867629,0.47293601279047515,0
-0.6818141972349323,-0.7925588626485238,0
-0.5126084469547592,0.0503463066194787,1
0.1892890759222945,0.466382218651306,0
-0.9035340163879169,-0.5116185938405706,0
0.801080716253056,0.9362525286108463,0
0.31800692525675656,0.992030666306716,0
-0.3155865150077264,0.6852124785356355,1
-0.8758026046754872,0.9037736849026117,1
-0.4615681105612992,0.0011578886649670217,1
0.6265922590227859,0.7729521116311495,0
-0.2783990184627898,-0.9603344106525853,0
0.6788608427721765,0.4941438444945896,0
0.8794103283502992,-0.951843452749696,1
-0.8830668753136492,-0.26693834369032743,0
-0.8876897973290836,-0.4337994589325631,0
-0.5333709199757135,-0.6880058709891508,0
-0.7252085666713224,0.5960905504347314,1
-0.5881537124603899,-0.5601643925663615,0
0.5020417001783868,-0.7910979730410626,1
0.624458058489676,-0.3591868431452079,1
0.2378952015941418,-0.5269177225809492,1
0.809195081976678,-0.2209527521421879,1
0.48127931307324756,0.13943602574732683,0
-0.8969512722257369,-0.49101071073809033,0
0.9014084872362005,-0.6543996283229097,1
0.7287397594039622,0.30944459858321727,0
-0.3266012962839784,-0.5973375508856882,0
0.06734528514198668,-0.6935371969994588,1
0.9065113726861942,0.5933420494157153,0
-0.3051766172211481,-0.7460517561217193,0
-0.45095611736082875,-0.5740206701403594,0
0.2965923541878954,0.3312375069998028,0
0.6410191010035184,0.18149466117802726,0
-0.17923370317392529,-0.04158200923952671,0
0.6984558574336148,-0.4642707865388491,1
0.13180453118774538,0.7414837182588385,0
0.8345783950549512,-0.4358383713516809,1
-0.04520107645014648,-0.6329040806364947,0
0.3931650055790823,0.3366745549975865,0
-0.09266978449899299,-0.10453570245283106,0
0.13604891234481142,-0.0720920533293734,1
0.18612073119433514,-0.3438050961426671,1
-0.7546899101853877,0.9151495828535603,1
-0.21203345548306163,0.06031345574063551,1
0.6595582594959699,0.29912631606330264,0
-0.6307977932920559,0.17950406782801132,1
0.4727096997731266,-0.7982879417353577,1
0.9234707452762083,0.9411583315132162,0
0.4777641163138089,0.9914002332065781,0
-0.12836194356007513,-0.021168827303368776,0
-0.43338782893484074,0.8540765211100882,1
-0.6718996637702914,-0.30181644681751774,0
0.4070151052340041,0.8076532753793184,0
0.38191979108914986,0.1562219274186274,0
-0.785619701088907,0.26773914147483047,1
0.8877731305013323,-0.07139261937604102,1
0.5278984965729896,0.6171377530877122,0
-0.8621874218849594,-0.6933199780354979,0
0.19490117354888703,-0.7084862601993618,1
0.8995086062331226,-0.48916115230561164,1
-0.4065969898553057,0.15057294990734715,1
-0.23008682201056074,0.19446675923790657,1
-0.31574173603806477,0.8985755834658025,1
-0.8794970901667243,0.2930434278146261,1
0.9635718343034421,-0.7863109258589711,1
0.16476817434256819,-0.11899813789796854,1
0.5629556047401634,0.4882673372427657,0
-0.2707362525021588,0.9400166427928984,1
-0.6980806523145493,0.8590087682633081,1
0.15854423936693918,-0.855241875036203,1
0.7853642519660535,-0.46302205866839574,1
0.6937409061372564,0.6684592880057136,0
-0.6663586754535138,0.39428071216082206,1
-0.043220544064842104,0.1955486368246866,1
-0.5564022193244609,-0.9451153483567172,0
0.261288918358324,-0.18203934068789485,1
-0.5312878030353791,-0.7442828639696808,0
-0.36461308107508383,-0.7121727837417782,0
-0.6617845252088004,-0.07353720079639858,0
-0.19547467632936044,-0.33678687190551937,0
-0.7446659950120658,-0.01846095057042496,0
0.3907605124291418,0.9987671855445601,0
-0.6033913417977967,-0.18646862651033635,0
0.12527027938592883,0.3527756989337625,0
0.4531629869515128,0.5033314758075818,0
0.25892955014877916,0.16055712751709406,0
0.630432752302718,-0.392877902427879,1
0.5436174472555089,0.1483446534269477,0
-0.5488407850853783,-0.3270325477864282,0
-0.7653539229908592,0.7618107696025573,1
