attr0,attr1,cls
9.503809418864233,-2.6802745104729957,0
6.516118117219959,-9.19755103746925,1
7.2339798316362245,0.7111656730988161,0
9.25004371591929,-2.851198734197385,0
6.25567779624891,-3.7026669465796553,0
6.784549810253899,-9.854962851629436,1
7.712334759047856,-4.590425804164649,0
10.100221982442964,-12.785901319686596,1
6.686974820785689,-1.9269895081462445,0
8.2501852134637,-2.8870455493574405,0
10.060729118700678,-0.7361293675808374,0
7.7101867241885405,-9.34619812697242,1
7.150033613440702,0.14450782428642128,0
9.07379330692496,-4.3392517346320325,0
6.861902197467203,-4.011008619824576,0
8.745130158572916,-8.304062949831781,1
8.775044652451523,-3.7651699894818336,0
7.014996714044776,-4.9106837430704,0
7.968349627641397,-0.31426337029366236,0
7.7863474478364605,-5.533963573696827,0
9.711681442979557,-6.881865432714534,0
6.880800939241688,-8.996851353605125,1
5.222640928369422,-3.960068956989701,0
6.725211762690487,-8.76755908845387,1
6.627374086330274,-3.152333360843035,0
7.146969031492009,-2.905910280801468,0
8.44554816528011,-5.077327013040513,0
6.6933661997348315,-12.532334586413597,1
6.404996574245734,-3.1098037979916917,0
5.404719213342947,-8.881239030859788,1
8.710033132443986,-4.5678522528477785,0
5.6823111373372335,-7.420800078714402,0
7.735382322114813,-7.948952856024642,1
7.042247105189158,-3.546095914993425,0
8.329831486572607,-4.882402148574396,0
4.811090021349077,-11.521899016194267,1
4.4559597022072825,-8.290920293657159,1
8.843089383115743,-4.06896733828824,0
4.621739409147095,-8.803852735374345,1
8.523327482084467,-4.645637852747114,0
5.666089424806621,-8.30711491330173,1
5.73623869460725,-6.197633354263837,0
6.174356756643117,-9.480313012889134,1
7.767064118878545,-4.213136331234464,0
5.800624893005401,-4.963341056122163,0
5.665723925869052,-4.5017010063688785,0
7.100802554950729,-1.7816389935632788,0
5.278760195759129,-5.633552422690675,0
7.82284879102038,-8.422133218101074,1
9.574452885251969,-4.9778964945853446,0
8.311087258385772,-2.2903173055790287,0
7.795632969107779,-1.9093194697538924,0
6.298833533774779,-8.096396578416675,1
8.22787410111647,-1.6343499479088957,0
5.973110167376956,-6.769851787968585,1
9.166592603305684,-8.74170796497317,1
7.296380020514428,-4.005657289753841,0
8.002241082187897,-9.542233359392839,1
7.646727843818363,-9.71989973788028,1
6.523832260617824,-10.622831228670528,1
7.432439370375456,-9.433313388584153,1
10.994588518324003,-3.336113933841416,0
7.613652563969493,-2.2701889526391614,0
8.328638993843903,-8.92446416297115,1
8.971816888117878,-3.0704571316725584,0
7.156819420835225,-11.708290022501728,1
7.856445778898713,-11.011148822129742,1
8.014585708757812,-8.162208145360637,1
4.937545717097086,-10.270573030961323,1
9.143074456376002,-1.9457554129166503,0
7.90555077010529,-0.6941114477970061,0
7.929183321051864,-10.122977627864618,1
4.816163768764195,-10.423289115070519,1
7.189336917248275,-3.5733427328818146,0
7.737614555309573,-2.051405663285538,0
7.962742044401222,-2.682671214886447,0
6.280272899372721,-10.460601910936072,1
8.535804442575548,-3.8245977429369544,0
8.200224508660417,-4.212768658925496,0
7.839506999648513,-10.141212792889268,1
8.764146380699202,-3.181166666698191,0
7.527961805487608,-9.168222982513077,1
6.740897833632312,-7.376517365502174,1
6.767440304777149,-3.0318734191144827,0
4.992060964641315,-8.955621022551872,1
5.164182641197556,-9.172020409942258,1
9.937981205354637,-4.9702421038345985,0
6.136212744210135,-2.7591354846762446,0
7.549422936825789,-8.958200705796816,1
8.395359462340355,-1.7498818809731946,0
6.9772835889926395,-5.583183797159254,0
8.496631108810975,-4.497639439198602,0
6.174319572147205,-8.218694173676399,1
8.389415942178534,-0.6415184232614166,0
6.924372395164806,-1.2756180991219805,0
6.055175936925627,-2.022924794403135,0
8.78897188293454,-5.190894686718252,0
4.296994909603143,-4.6360657992250545,0
7.934529445230609,-3.689784775280661,0
9.681366041008959,-9.214738394558404,1
3.73298563901732,-9.120516168003283,1
6.539890632171291,-4.043996284577972,0
9.111915304102737,-5.4275454596187185,0
11.365754370818014,-3.8303881911447264,0
7.713504199177131,-3.7274810499874165,0
6.116880200974984,-10.014002103487805,1
6.645752244285908,-8.071862352885958,1
8.287521976417068,-3.282614354890032,0
6.326376023421154,-7.802673855798498,1
6.9137945967772065,-11.062797779967607,1
9.695931430332834,-5.5338062908408165,0
6.119843679303543,-8.761294611641468,1
5.596407909974598,-10.295212645785517,1
6.15349088032741,-8.59446212732102,1
7.293945942069607,-2.7658525343860094,0
6.587001756450686,-3.9415550687945053,0
5.686674096070373,-11.037819216400296,1
5.746341154634776,-8.65529548638827,1
8.005363961778027,-9.140996978057542,1
10.203937518094195,-2.291346252173528,0
8.565709104501675,-0.8450088323989959,0
9.16860561383853,-4.469762009644549,0
3.5935427327261307,-10.651133200010676,1
6.854410890437767,-9.262606834170793,1
9.757931649013097,-3.081031766575322,0
7.58569313192664,-2.5591046055959707,0
2.18530813897142,-9.167362160511251,1
5.171938335187179,-9.122770048949402,1
8.131682064801653,-9.594425262188759,1
4.724134870547435,-10.507768159227503,1
10.483415305318836,-2.357018793403014,0
2.321849541879307,-2.559641519418334,0
9.330122136688981,-2.8410005898866144,0
7.6670984616854625,-5.413323128961665,0
7.824866749184707,-8.895880256673792,1
5.032543155971441,-7.054874117986568,1
4.666486208958091,-4.61201509628387,0
10.31613965312657,-4.0052442984859775,0
6.131616009853481,-8.935039075752922,1
7.130534620580974,-1.3159971110126838,0
7.753250507348513,-7.815793905135163,1
6.3498401132360085,-9.556440566664964,1
6.232751998547113,-13.158794589042792,1
7.113251256274899,-9.586251017226644,1
5.653997899078772,-8.664356693480979,1
5.320386673743908,-1.2186927326646373,0
6.917001223684001,-2.945208152540244,0
5.229177122636655,-9.36966287566939,1
4.224805211734793,-8.776864322196772,1
5.519352942940598,-2.4224065650782998,0
6.290745504414828,-3.3130289094072327,0
6.466579302304729,-8.244720857725845,1
7.993398474629714,-2.955004010443822,0
6.465466975398924,-6.52165706473615,1
7.827831021442001,-0.8661396155293639,0
4.163691753634822,-8.75536594737525,1
6.075924989635503,-3.7733747985543618,0
9.106081755207345,-2.3765022127436928,0
7.98192748991489,-11.288591293205963,1
7.767776684136316,-3.0691513961636425,0
6.017013823403782,-11.244126976349214,1
6.1376647263844415,-9.105701802419473,1
5.551837362106264,-12.593762464656379,1
7.8723636405855375,-10.000262710731391,1
6.143451763954104,-2.118447403438442,0
7.223301152822538,-2.6891933562601626,0
7.660660846845234,-3.695033954777421,0
9.498082690197615,-3.687428942093018,0
8.150510319626651,-1.9914561421853263,0
8.17949709803332,-8.427396826326444,1
4.643029651448476,-10.478640887171789,1
10.25528424221862,-3.7293116852238017,0
9.664160235800946,-4.752407167652179,0
9.433848219294184,-2.3286340225099558,0
7.311199061037536,-9.465072832054663,1
8.740416545605578,-2.8684750682265356,0
8.477548043391113,-3.920469077940928,0
9.233223326115919,-5.0441723210522795,0
10.488815699146016,-4.4812411834376205,0
9.60472846111405,-9.416551272480511,1
5.580911134244668,-9.31063131661667,1
4.526791638855004,-7.548413156765035,1
7.430970979378827,-9.906325282862676,1
7.060320445262628,-7.721129516525513,1
8.066305201045811,-7.355511533115941,1
7.686908257182165,-3.0779895864485503,0
6.026862202387287,-7.6768962857375715,1
6.843634466754822,-0.6833903316614327,0
7.027318282000049,-3.9212701987939127,0
3.0183211339984566,-8.838994208956404,1
7.035114521391366,-7.181367045185914,1
5.274832762940561,-9.554061066148762,1
9.469230170079241,-4.843769774204703,0
6.488746072621332,-1.4978374070783096,0
7.903115671966271,-3.8066527027775736,0
7.803837940112154,-3.2758782843334187,0
8.028865180123478,-3.3933389193668066,0
6.602988082681309,-8.208332067715059,1
5.331779733567643,-9.56534726140914,1
6.163522613329212,-8.550011249310362,1
4.380878237262422,-7.124493795398238,1
3.3040046880785727,-9.848701270132773,1
5.698235025337462,-8.137886436824145,1
4.66749114428253,-2.233230645404458,0
5.152931065123684,-9.454224265831028,1
7.750026510811531,-5.043794568387572,0
7.760684650255351,-3.2083107979222643,0
6.380111133060554,-3.6763443535939864,0
8.527595665454392,-4.882375874203851,0
9.065584242185778,-8.39686158212428,1
6.357989348423311,-8.519849740858385,1
8.814195761607861,-1.2225213431175423,0
6.498927201968142,-9.100129784206421,1
7.802918380028193,-3.4966743727373992,0
6.0892203009427766,-10.60349448022638,1
4.465121246247229,-7.634942433292487,1
8.427071968123059,-6.468947683273036,1
10.924246358234655,-2.0461896141635303,0
7.950247283678558,-3.877240159727656,0
8.506609421391627,-10.050036593092361,1
8.376048802591813,-11.38033568599692,1
6.27695918679868,-12.25287321095059,1
6.232849262419119,-9.265840626489373,1
8.088948940386812,-2.152031973818503,0
6.211245483093425,-10.156980816984314,1
7.6185501626955245,-4.849840676036351,0
9.9580752140281,-2.783341827255784,0
7.004481268537414,-9.053692580296149,1
7.034552846391613,-10.338684314783576,1
5.637545627571679,-8.249453093645268,1
6.123344536145009,-4.381378929730956,0
5.160137888254683,-9.977591033351315,1
8.42779992821093,-3.697688586472848,0
9.637790310466995,-0.824060150984852,0
4.46236820458411,-8.604224077832406,1
6.887763271543652,-9.994845315052066,1
4.986171302951757,-3.570257366114206,0
7.22449990845355,-3.8554216280092377,0
6.759061306378361,-9.678718201741926,1
8.64687999887235,-10.110273621815159,1
7.385465288607289,-3.577867259387374,0
5.464146579396234,-8.553174651799495,1
4.305350166084581,-7.698186940976654,1
5.656622948169103,-0.9992476573551117,0
9.471339603803528,-9.27609089354605,1
6.650989183890139,-9.940386024117783,1
8.103339125367802,-0.983949124870731,0
3.586123727640615,-9.414711672967584,1
6.364638980392231,-8.110820706501537,1
7.640832981726851,-4.2222775656046085,0
9.046760999166128,-2.0410813395640632,0
6.5450100744316,-13.126912688235949,1
6.188516522172673,-10.251942310006795,1
5.455365102821664,-9.67220270671786,1
4.127032051278235,-1.990526612122623,0
7.353380606306665,-1.5037971291379852,0
9.284004911421691,-2.697557813279715,0
5.283465871388117,-6.690405579739278,1
6.971742966024236,-8.884538150989053,1
9.307276804344255,-4.763315047123251,0
10.345651070762795,-3.832389365171064,0
8.632545087633904,-1.9671178494436556,0
4.5191956995048255,-8.698535803716263,1
7.247448311301477,-10.274503413727931,1
8.160882356813515,-3.9268153741136387,0
3.4245570232454634,-9.305308008592693,1
8.79976642526987,-11.478956907845602,1
8.80854104347192,-2.144421388837351,0
8.361915759694238,-6.695523346026976,1
6.087964223871077,-9.236871211770387,1
6.664200581039997,-8.874374178661007,1
7.232350099987761,-7.245038410786493,1
5.9520293621404425,-7.767293837950368,1
4.341295254906743,-8.251264053497309,1
4.067156195963981,-6.59077057837112,1
6.364073292162859,-3.531594633600533,0
7.030366323740452,-4.726933535229596,0
8.126780993867778,-7.915426679085515,1
8.649930289856202,-7.007891530713323,1
6.023339454740174,-2.1261850013688175,0
5.685470033569392,-11.94476448361448,1
6.19147813288358,-7.285178186872558,1
8.633132407826656,-2.52230652804308,0
9.031148609128852,-4.100531706398696,0
10.714316512745693,-2.3191741747806303,0
7.9884337659683995,-3.800336108315149,0
6.853476162323417,-9.038080780096417,1
6.219846965205022,-8.322778656471199,1
5.57545456337991,-7.988486998068157,1
7.470691926427251,-1.295182828694263,0
5.295804106629875,-7.421576097056476,1
10.111381325426542,-4.25359347244569,0
8.251416225738012,-4.273956079621365,0
6.693090707196457,-9.009288439185644,1
6.590660606990619,-7.4148825317777245,1
6.554029947827134,-2.8281473990989863,0
6.898410765418377,-7.849402689421371,1
6.531647269205606,-11.893636070142094,1
6.223136463311882,-8.384422223653791,1
6.25292835035832,-3.6648301051004,0
5.822489322301967,-4.055851842813456,0
7.371714573406585,-1.4612488370177568,0
8.162296567254009,-9.465880817702265,1
8.451366785537148,-4.356899987535389,0
5.876705200422866,-10.301942924713977,1
7.140972369712883,-3.191609379317694,0
11.804123864615761,-2.4576705190426624,0
7.40469454799439,-8.77396258548791,1
8.641621058633334,-4.248218615681444,0
8.6508117384606,-2.2603576974769526,0
8.121638538622596,-1.7184732722432168,0
8.902277171868239,-2.7906144087933282,0
8.776054272943774,-8.996339821785071,1
4.921968312701779,-9.338327893012547,1
9.273864598031713,-5.3691656557967065,0
8.589629200549169,-1.7549392975365559,0
6.427228631973073,-4.96964492730665,0
4.911177466087571,-10.623636032700938,1
6.2300577231022585,-10.402303262802661,1
6.533887302530056,-10.793572438235268,1
7.381338035100997,-0.5942605089804944,0
7.25709915208194,-10.765816199348254,1
8.649714613474073,-1.9506666976033546,0
5.543762874865786,-11.450014065808102,1
5.801370328471335,-10.572173404585257,1
5.891867882477946,-9.262008904146867,1
11.054960047155275,-5.417742996157248,0
7.971394447043039,-3.5930961318143733,0
6.8613631890662,-7.05469312804631,1
9.674671951969334,-0.5086375978615045,0
8.555321559375761,-3.1355410163145385,0
5.413339016954761,-6.9704717905379425,1
9.53074369547478,-2.1692490076580766,0
7.893060288202185,-2.8730428957638674,0
5.728527503946068,-10.402832817235856,1
4.725567322785844,-10.561840357986894,1
5.8632384607994865,-8.416296307828645,1
5.067491990605877,-10.25567625088808,1
9.486727825409961,-1.8939042872872545,0
7.046292463005289,-2.1705703603076762,0
7.559641923471849,-9.981531988104006,1
9.684923997624098,-4.646656051396449,0
8.525188595370246,-7.275574321937133,1
5.375940194583887,-3.8334798579776046,0
9.954930687094295,-4.058213278108071,0
7.9129300008310155,-8.728803867470525,1
6.07914446079443,-7.522555015344013,1
8.171967393224337,-5.901297914865106,0
1.7314020756439028,-9.546438144649317,1
7.695338944878279,-9.461255408292494,1
8.789298923287229,-1.3616084067258503,0
7.588731931285933,-4.006348764794271,0
7.57571684658841,-5.58999203816738,0
7.061151946391101,-1.6549904898079366,0
8.183934210834035,-4.709041588797164,0
5.592144129406463,-8.574802212151639,1
5.960460678339546,-7.828443477966391,1
6.064893374291806,-7.09741886984304,1
9.254612852092162,-10.311351663185746,1
5.487334709679656,-9.79252353528319,1
7.943094704997508,-6.752611922913694,1
5.9697411158453075,-9.762255750118758,1
4.557908717260009,-10.636883941251435,1
4.966127990738161,-7.385091108793404,1
8.126187289305717,-11.224698226400427,1
4.120440206265549,-10.198427899200153,1
7.152167880589923,-11.921910322318702,1
8.143925263321142,-4.732499437941997,0
7.058017512147215,-4.748357541784918,0
10.262789153652962,-4.830189418226713,0
5.997306572824215,-10.476762083115492,1
4.320778271907455,-9.412161893121059,1
4.296534313751916,-9.407479975675475,1
5.127265520777024,-1.3855164198990255,0
5.331121279432178,-8.575625184292779,1
4.115836360995949,-7.8811281823159565,1
8.023895278871278,-3.1666770221211817,0
8.390258875276619,-5.9087832755323655,0
8.086234683911444,-5.809334790994962,0
7.595196165430311,-1.500186352633107,0
9.261306236342246,-11.081395272660622,1
6.600407782817762,-8.668517322780906,1
7.376953587994007,-4.25019764722499,0
6.793967798968122,-9.070406648105001,1
8.962987368078817,-3.8647039589878545,0
10.63875782733451,-5.014982208589476,0
6.364456426613002,-8.49751731579701,1
9.065892367989697,-4.29617523094878,0
5.564541595116033,-3.317688682483583,0
7.402087879403155,-10.168961866151577,1
9.53514612089098,-2.3286463971465756,0
8.973009052296746,-2.1390555645180256,0
4.7016796230485705,-2.700809791883694,0
