X,Y,cls
0.9474913990132003,-0.564448727720964,0
0.8201667087681779,0.6299526731290355,1
-0.269077888545318,-0.27259560618765044,0
0.7421833550881203,-0.8403615171838812,0
0.33753833430252866,-0.6617155497197045,0
0.44784939989856554,-0.23004536622079574,0
0.3528040604855791,-0.00933946584923806,0
0.041739080372436455,0.20519590567449386,1
0.6210727640215452,-0.7786145519630405,0
0.11578623510347108,0.3122136512935989,1
-0.3968799463014303,-0.3678217880637684,0
-0.9769843098361233,-0.5080719739332942,0
0.45048839723029643,0.5211801775187745,1
0.03905077895784803,0.8018234000193869,1
-0.1124809468298551,-0.9009047020918153,0
-0.04180222063774952,-0.24949683182507698,0
0.2756496065825742,0.40465348296803016,1
0.4761212756684756,0.6614933815155826,1
-0.3957874603956355,-0.2037076258745374,0
-0.16456340547304338,0.6829034097765325,1
0.25230425985568794,-0.08993894607365305,0
0.4673358766612685,0.16715452842817746,1
0.8330427044174762,-0.9416544971872918,0
-0.9017293671568674,0.1919956974895103,1
-0.6921599598678208,0.18672115026742908,1
-0.29990378156241504,-0.5925828965486768,0
0.800644590334677,-0.33767224268099283,0
-0.5224571817395944,-0.2593810441455615,0
0.34555424857047434,-0.8221281554404951,0
-0.5235815663029302,0.801587626834007,1
-0.6055914140594747,0.18923690970400342,1
0.833639540530454,0.767940042007824,1
-0.7114779552403625,0.3201270995940917,1
0.017929050251113354,0.015034092824837142,1
-0.8747002235704944,-0.6037335257739478,0
0.7110008293552497,0.1609095129663598,1
-0.9789087458993253,-0.9835243136732419,0
0.8175504353858247,-0.955097452324654,0
0.43771325296415053,-0.7361123135532845,0
0.3228060293263453,0.8926585477075155,1
0.28722077569351345,0.8474109161268031,1
-0.26622863785146644,0.25688379433504016,1
-0.5379914420968726,-0.38534127447143907,0
0.4998735776942056,0.2974914965092841,1
-0.6651545569092867,0.8281389430978099,1
0.9013604339335586,0.18715500054078538,1
0.19845598466170378,-0.780282880094824,0
0.8608841069428688,-0.28881717154902087,0
0.8869433303325787,0.6937526346226872,1
0.12046113660698698,0.624872004302855,1
0.11374565553104188,-0.74781974031714,0
0.6255346075045525,0.871592635357906,1
-0.15062097057153312,-0.4608939135196566,0
0.20438755976017098,0.0762137832594032,1
0.43581760150342697,0.46110784766723967,1
0.5704027975211561,-0.8328603186819128,0
-0.1930209413970747,-0.8326946635411439,0
0.6254947023588033,0.25333567625709086,1
-0.024297152079417073,-0.7618466343145338,0
-0.6042096014280347,0.25399464019956564,1
-0.05667928317768256,0.9499797863146435,1
-0.35711251587322335,-0.0981530961115662,0
-0.49822143517151063,0.9471093377510567,1
0.45410879104584767,0.27517730440549637,1
0.6078638115436601,0.47958411198971995,1
0.08671575356282735,0.6744659135755928,1
0.5207231544608846,-0.1150278227977437,0
0.22438467924310834,0.9076415938248854,1
0.27362245290782283,-0.3681726660867133,0
-0.0481077450824956,-0.33925813633492163,0
0.027553480906365113,0.7593974872571643,1
0.07033722557580901,0.8130659528965942,1
0.38877982185780846,0.28751787988615884,1
0.6084676380571832,-0.7264000297942401,0
-0.19763966699413293,-0.08116582121139393,0
0.9469554471714989,-0.6090458259047438,0
-0.2757842000056048,0.44730594271287316,1
0.33839364395869054,0.15303858873172516,1
-0.3668695693803323,-0.21044060820393984,0
0.3878430871496743,0.2517979835162849,1
0.42100887962476174,0.2776343207274703,1
0.2539977780576106,-0.9234182000015025,0
0.6180698379012415,0.3712042889035281,1
-0.8206602748314185,0.16185986633310168,1
0.6532389143863813,0.3675918724614857,1
0.10619709549252843,-0.7390816234853108,0
-0.5927653703831581,0.5254416734735361,1
0.9514494259078357,-0.11109985601574213,0
-0.9874211686785244,-0.7624116917589001,0
0.11552263668528262,0.19481370922355046,1
0.1523974722006496,-0.875639880241259,0
0.34939496582179186,-0.6013738723666382,0
0.2964612426050195,-0.2987405794780027,0
-0.5105909048915132,0.537742591687908,1
-0.19345281934424818,0.6385857290235468,1
0.29155493330070836,-0.8173263683471617,0
0.09571314540929632,0.7865034845301677,1
0.6332384923686698,-0.2659373002792387,0
0.9753915430594451,-0.8444462382007971,0
0.38263610381113544,-0.30855162842245076,0
-0.18243554923515548,-0.5570399430327544,0
-0.5595534979388948,0.7420836904249184,1
-0.12609463362343787,0.21147303210668844,1
-0.4042190606494227,0.0639885759378962,1
0.16353798835297373,0.13568613018599796,1
-0.14145378261561725,0.7572811592913342,1
0.6943562251844477,-0.701006482612071,0
0.1601830152595849,-0.9309132426654676,0
0.44906634698505066,0.3530521813516114,1
0.7310419496475462,0.9246899533692992,1
0.000359783072122255,-0.7225382574999115,0
0.3272542043014455,0.017261019191896043,1
-0.738242078342632,-0.5678865818605197,0
0.9186198848939378,-0.11150506784038594,0
-0.04870612599253188,0.8620864511061919,1
0.02243678364546664,0.9636317039352809,1
0.6962007517241526,-0.06447999556362971,0
-0.291309468832323,-0.9669206598872016,0
-0.6370344729914739,0.44340102991495667,1
0.881242791860934,-0.6789056931527127,0
0.34172518798861895,0.6767154461308957,1
-0.5970862325557365,-0.4009066715644447,0
0.9485006375276319,0.7952898492494589,1
-0.8380666403570967,-0.055062300464468805,0
-0.18692341581779615,-0.29846505245680865,0
0.325317940263544,0.8346862836475184,1
0.5137463984212522,-0.1973618215082753,0
0.11884255514563069,-0.5071783414071385,0
0.9150662115210599,-0.6515747456113206,0
0.2501756851397263,0.9006070821317298,1
-0.878111465938161,-0.011461451770189424,0
-0.8407948560646961,-0.8624346404511118,0
0.3464776614855103,-0.4711713312360202,0
-0.8890148490602252,0.27104787728370505,1
0.11282565592652372,0.9556466308859255,1
0.2686793429715415,-0.9110229460675678,0
-0.5466318528642273,0.27746504152049645,1
-0.3705204545797558,0.9339470208119867,1
0.8728862265624362,-0.9438968642863126,0
0.6187424817627232,-0.3389405624996884,0
-0.10632777861113474,0.12141146616583276,1
-0.8894328464221108,-0.7254054747120191,0
0.9647923578511763,-0.14880647262344682,0
0.6651997655686606,-0.035310989614607546,0
0.8090312635037273,0.0474554124616382,1
0.5182373721944036,0.003078893147725914,1
-0.16215252684830705,0.997931361018612,1
-0.93598007750778,0.4399311835914652,1
-0.45744711882993583,-0.16573105879661676,0
0.9400971548244783,0.7345414237968932,1
-0.2560079769951735,-0.6702629468935908,0
0.47479804312877816,0.33480902789200706,1
0.8281834446335379,-0.06313208654281088,0
0.6803102509342058,-0.49332907422576855,0
-0.905511563312591,0.10092787106397183,1
0.26436763527829354,0.23819221593590023,1
0.017000943386644707,-0.2119332561696301,0
-0.43737123444273185,0.7766140168849252,1
-0.39614454033405866,-0.9227568336211345,0
-0.3331770405458143,0.278955384411653,1
0.7413951868761708,-0.5641651235927765,0
-0.862585677523013,-0.25553732671100216,0
-0.5891143645426375,0.7693405860531917,1
0.8605785216176747,-0.0851427500350157,0
-0.7687827484753704,0.5900090825400477,1
-0.41440574618183,-0.20413508429525784,0
0.7924850864066679,-0.5102803294158911,0
0.5058394906562866,0.3341573685446575,1
0.19107463973965566,0.8724129622395065,1
0.6979925380674088,0.9125537929706133,1
0.7795211272776521,-0.7457012448243334,0
0.19454730081926175,0.7856970578336269,1
0.8633145989972089,-0.17316850756615998,0
-0.2419789016136138,0.5891150933008591,1
0.058524847353952136,-0.15236742973350315,0
0.935296385598833,0.6358486108167563,1
0.3099082736048444,-0.3586261135769986,0
0.07285989819865524,0.5392087812545565,1
-0.707749031518446,-0.6741230461477081,0
-0.04100147118440267,-0.2711229050242947,0
-0.06584437785955144,-0.9968284001216878,0
-0.3765705621991968,-0.8149305843432872,0
0.8323847319119646,0.807197947475129,1
0.2907918889027725,-0.7103193727126089,0
0.15877455524704231,-0.970057887909346,0
-0.9719892434705553,-0.38519169038350975,0
0.9094552602876764,-0.07924293365137292,0
0.2682515545473174,0.47265245119898935,1
0.66888592157339,-0.14608522128230184,0
-0.4894325917290985,0.99298701477074,1
0.0679487813872992,0.42254079014641843,1
-0.46523430867509163,0.8524773675314077,1
-0.2613247112921009,-0.7818201645560252,0
0.4765687900038862,-0.6367646750712368,0
-0.10692879635210195,-0.42119061916580836,0
-0.061579295513127574,0.1865162978346211,1
0.23000219107500874,-0.12534971326508826,0
0.12388266728321828,0.8761114090287772,1
-0.4297759515278661,0.04099675611510589,1
-0.734589095845821,-0.13881441102876568,0
-0.9164251362849227,-0.5837914290626007,0
0.005728820141808644,0.26462592478386493,1
-0.8655405713285302,0.08841715486963908,1
-0.5138788027749039,0.3571443877610305,1
0.7622701232544074,-0.5138228291250457,0
0.06344873162222453,-0.3602374199191294,0
0.2311981480730474,-0.4366378460408904,0
0.4334208055307871,0.44082501504428206,1
-0.39709315164089865,0.6192114233258408,1
0.2278475983763073,0.8509008194059928,1
0.3538169648614533,0.8238981611008913,1
-0.07799721112100277,0.5344744981232898,1
-0.444018463101288,0.9584116723875189,1
0.19516095437923742,0.3248058221755208,1
-0.32901378752948207,0.004802517219858471,1
0.3749608934485571,0.2883977171767427,1
0.5454345979011748,0.5464469437130439,1
0.05766694528061733,0.42816375440391474,1
0.20968728667186376,-0.08442357420945679,0
-0.15364266251179948,-0.7675633131106274,0
-0.514778788919229,0.9457127230162963,1
-0.02809334792634699,0.610925708293192,1
-0.7718575411471553,-0.735512343393486,0
-0.9812355059277253,0.5381074202498657,1
-0.9786353500544034,-0.1885650176539304,0
-0.7337723692253311,0.3973459112084683,1
0.26016056390818587,-0.5121660807700403,0
0.784877545086792,-0.5552087702320869,0
0.3335449839377571,0.8909463902085639,1
0.5937396535366948,-0.22769827565335676,0
-0.5416039903170671,-0.02943641220835924,0
0.10223216359350107,0.4986098194483104,1
0.0769096136538927,0.2707605570061624,1
0.8160420811718694,-0.15404142542764365,0
-0.2567745120569609,-0.9686142969158604,0
-0.47907709340821847,-0.1674898140013541,0
-0.051157385817471424,0.5220013563537704,1
0.523728499914246,-0.8591001895734254,0
0.9858140109687148,0.031717343786438645,1
-0.9756423204020939,0.029836929040012894,1
0.44589561836332936,0.42349983983710926,1
0.3128294291671785,0.4579333196688571,1
-0.692870883017177,0.791553525913129,1
-0.5356239317265563,-0.9539144638312773,0
0.7166809678164332,-0.7100519999585757,0
0.08243368641244797,0.11732364262033279,1
0.00916756464129409,0.2753053050618637,1
-0.9452219410620595,0.0982887093329683,1
-0.7396993006404109,0.47401247093950083,1
0.6209150710526448,-0.8817398558100702,0
-0.13601453420679177,-0.08507460138673828,0
-0.7572936033253121,0.11645197012638064,1
0.41436406337653753,0.28770782813128704,1
-0.5269233969488434,0.7198668483100739,1
0.9784069275539107,0.3493036246415666,1
-0.22499912440805336,-0.22979238258894408,0
-0.34213801987831216,-0.48804214003242463,0
0.2676285145715058,-0.7017613332646799,0
-0.12101229585562812,-0.5471017011079815,0
0.6333962150504897,0.4698568300605386,1
0.4469039622482558,-0.5718632014057552,0
0.5099578938855989,0.7191836429728051,1
-0.8561850201577001,-0.6019988476291702,0
0.33730322097810617,-0.17268512709946227,0
0.02436124802991224,-0.21518879553744252,0
0.8148861392971158,-0.131090823412507,0
0.934475782448587,0.7435099061653898,1
0.420176555189288,-0.19214722034066267,0
-0.3569143014523255,0.09196979259438076,1
0.45368620302503837,0.08251205162076558,1
0.13928959586938583,-0.20738390504513293,0
-0.3080993853808429,-0.18824903877027577,0
0.7323551433359887,0.3814240661680568,1
-0.15047824460089276,-0.17324530020697604,0
-0.23396042286577234,-0.39165390349092477,0
-0.35609686532792284,-0.5650063907413041,0
0.38008394617382657,-0.6184133586651366,0
-0.07494982476936118,-0.8627889185519664,0
-0.26447823374873725,0.7437382327159716,1
-0.49854425302149075,-0.9494058116000934,0
-0.2742486126344508,0.0016418060174456794,1
-0.1711683072315895,-0.7937165486534716,0
0.7976300421620397,0.6329760787519243,1
-0.7409181665816884,-0.6279948178338808,0
0.033577801592413525,-0.6382221374696808,0
-0.8309472457093514,0.5761422192882955,1
0.20758936534813643,0.19284211997527612,1
-0.8778491696204695,-0.40618015181541156,0
0.16696225108719998,-0.8446242539526021,0
-0.654807140240401,-0.6436946164180926,0
0.9644112405683531,-0.5155889621768537,0
-0.693426206439405,-0.7639897518653935,0
0.7445589395117951,-0.05940804477281336,0
-0.05842170683606995,-0.4464886188726602,0
0.16689207642911374,0.6505051038634377,1
-0.6445384586865563,-0.45226740366918916,0
0.45348876406176486,-0.5399566017129498,0
0.7467607430338303,-0.06690510558023521,0
-0.8637609818031156,0.9964880239022036,1
0.4868394129036242,0.197491270640769,1
0.14487430625924014,-0.4310071177419834,0
0.17180939645321147,-0.39556553018125595,0
-0.13642071444860027,0.7657936019007532,1
-0.03908248517013568,0.7539936319024418,1
-0.9464828898752278,0.1435742442583572,1
0.874167443215879,0.7389247198307962,1
0.15831949942168544,0.09826581676622603,1
-0.5662956736502265,-0.6396592646313166,0
-0.5115316886453323,0.47640225580303697,1
0.09852674719184007,-0.5268236495608962,0
0.9283258861836332,-0.8815241806307341,0
0.6612815795371476,-0.6925413646948508,0
0.034650166961689655,-0.16721433763922344,0
0.6388992422696773,-0.4477925956262565,0
0.4588582156561458,-0.3724539622235705,0
0.882783651348612,-0.3078258729581429,0
0.1806316437143496,0.6242452383738846,1
-0.2554338608453439,-0.9791630776271798,0
-0.3124259129368152,0.8799251725829598,1
0.6903142709695949,-0.4666263972947511,0
-0.8957283408140593,0.6885089666329793,1
-0.009234101918845772,0.10984600756355678,1
-0.8558907063490291,-0.323387349851165,0
0.8699264688537403,0.5907795933241848,1
-0.9814357067600092,0.4113591384206752,1
0.09180266120836289,0.027184866198829205,1
0.7091204314821538,-0.47980700028260403,0
-0.5115048378099827,0.016244773811294078,1
-0.9422672711809805,0.3538524440920765,1
-0.5747790206003545,-0.7219531014387697,0
0.8916356421808871,0.9691780072557403,1
-0.4528766685650847,0.5655434217774156,1
0.3542438926072593,-0.41748687803316353,0
0.02237834060897015,-0.8722696624041681,0
-0.04847647039882985,0.46124302095966674,1
0.10821005160039832,0.3872754131792586,1
0.1550168193619661,-0.25036146950056803,0
-0.7265912332405793,-0.00016981540813043594,0
0.27991941972839873,-0.4684027843955294,0
0.5814373359754574,-0.06457912442870262,0
-0.5317327866554553,-0.658480322320613,0
0.08095663774435446,0.5027280581407865,1
-0.2030756305129977,0.8778393434833531,1
-0.43563942443018555,0.9853138182125789,1
0.6288366136520118,-0.41335265752770556,0
0.7299888798269911,0.8779607401317431,1
0.5465697237735538,0.5580379308643013,1
-0.14409910539992898,0.4544271110197451,1
-0.9667655387951302,0.8203653313682817,1
-0.3714920535805788,-0.6096993379847993,0
0.17229109936919507,0.47108165846136085,1
0.8911475849416852,0.8900465869810279,1
0.09785403449476515,0.9493886805431861,1
-0.9327791550672266,0.34984838471457147,1
-0.21910630952308696,0.2521351948052908,1
0.8905720355080164,-0.08289831829113381,0
-0.45372508090125363,0.20825722009203695,1
-0.08164035516258661,-0.7154456767970421,0
0.6010069178288948,-0.2177562444130121,0
-0.5736293682909255,0.8884499239729351,1
-0.4136067447047016,0.9616050215670662,1
-0.8533269017791412,-0.8528898424151332,0
0.10793985205279255,-0.25516587648460365,0
0.320236274365838,-0.5889720561380503,0
-0.6049112233473644,-0.7134385694225085,0
0.35864755439126483,0.31211280803647856,1
-0.5062992076822046,0.17051150568834328,1
0.7655833440210644,-0.05756157335105039,0
0.7301233269251748,0.676719780630725,1
0.46634259221603536,-0.7814889376100655,0
-0.6121224325959396,0.7577562516041139,1
-0.7102866902195326,-0.13331508530852143,0
-0.7139925204916784,-0.421553940731894,0
0.3707551549328869,-0.6525162285389301,0
-0.3184400964544629,0.382647950423028,1
-0.10250608521933602,-0.9390328737521729,0
-0.41040296968717627,0.8186090416433052,1
0.7879627659524677,0.41987745800486853,1
-0.3472512975369553,0.9295579794836468,1
-0.37779789795855545,-0.04736041721359818,0
0.31119426230274083,-0.563497827626185,0
0.11126027193649835,0.13734347290110405,1
